drug1	drug2	Label
DB06148	DB00252	70
DB06698	DB01366	70
DB01233	DB00413	70
DB01233	DB00940	70
DB00788	DB01046	70
DB00232	DB00731	70
DB00244	DB01032	70
DB01026	DB00193	70
DB06016	DB00915	70
DB05676	DB01325	70
DB05676	DB01324	70
DB00981	DB01062	70
DB00665	DB09277	70
DB01169	DB01016	70
DB00981	DB00332	70
DB00957	DB01132	70
DB01245	DB01062	70
DB01122	DB00670	70
DB01234	DB03793	70
DB00358	DB00782	70
DB00502	DB09097	70
DB11348	DB00451	70
DB00677	DB00387	70
DB00688	DB00808	70
DB00821	DB00774	70
DB09218	DB01046	70
DB00821	DB00770	70
DB00687	DB00672	70
DB00821	DB00999	70
DB06148	DB01121	70
DB01200	DB00450	70
DB02709	DB00287	70
DB00180	DB09269	70
DB13783	DB06268	70
DB00232	DB01067	70
DB00166	DB00515	70
DB00772	DB01591	70
DB09343	DB08867	70
DB00592	DB00419	70
DB01149	DB00279	70
DB00592	DB00412	70
DB09084	DB00770	70
DB13167	DB00232	70
DB04839	DB00731	70
DB00603	DB06228	70
DB00923	DB09268	70
DB08984	DB00880	70
DB00843	DB00387	70
DB09216	DB11660	70
DB00104	DB01132	70
DB11636	DB00682	70
DB00223	DB06819	70
DB11636	DB00686	70
DB08984	DB01021	70
DB00863	DB06698	70
DB00014	DB00491	70
DB00367	DB06695	70
DB13167	DB00158	70
DB00870	DB00287	70
DB01224	DB01132	70
DB00788	DB00999	70
DB00482	DB00880	70
DB11348	DB00279	70
DB03585	DB00880	70
DB00474	DB09389	70
DB01401	DB00436	70
DB08976	DB00770	70
DB08976	DB00774	70
DB03585	DB01021	70
DB01401	DB06826	70
DB00326	DB00622	70
DB07615	DB01021	70
DB00936	DB09211	70
DB01104	DB00279	70
DB00749	DB00999	70
DB00351	DB06605	70
DB00999	DB01016	70
DB04946	DB00672	70
DB01050	DB01088	70
DB01234	DB00914	70
DB08880	DB00429	70
DB04574	DB00284	70
DB01234	DB00912	70
DB00843	DB01036	70
DB09093	DB09323	70
DB09093	DB09320	70
DB11619	DB00266	70
DB00870	DB00429	70
DB09093	DB09324	70
DB00959	DB00412	70
DB00774	DB01132	70
DB01355	DB00823	70
DB00179	DB00287	70
DB13142	DB00661	70
DB00358	DB04953	70
DB00443	DB01251	70
DB00436	DB00839	70
DB00870	DB01088	70
DB04946	DB00412	70
DB00864	DB00491	70
DB01320	DB01196	70
DB00651	DB09166	70
DB04946	DB00419	70
DB08991	DB00524	70
DB09095	DB00136	70
DB01010	DB11315	70
DB01320	DB00823	70
DB06737	DB01240	70
DB00608	DB08964	70
DB08880	DB01088	70
DB00224	DB01252	70
DB00313	DB03793	70
DB08439	DB00808	70
DB00413	DB01622	70
DB00939	DB01160	70
DB00738	DB06335	70
DB01154	DB00957	70
DB01245	DB09076	70
DB00936	DB00287	70
DB00814	DB01324	70
DB00814	DB01325	70
DB04743	DB01325	70
DB04743	DB01324	70
DB00448	DB01133	70
DB00887	DB04876	70
DB01395	DB01252	70
DB13783	DB09015	70
DB06789	DB00284	70
DB00741	DB03793	70
DB01399	DB01046	70
DB00627	DB00914	70
DB00620	DB00491	70
DB01021	DB01132	70
DB11348	DB00661	70
DB01283	DB00808	70
DB04946	DB01235	70
DB01397	DB00524	70
DB01400	DB01338	70
DB06791	DB06203	70
DB06802	DB00436	70
DB00310	DB01016	70
DB09128	DB01124	70
DB06802	DB00929	70
DB00795	DB00929	70
DB00651	DB00231	70
DB01128	DB09277	70
DB09128	DB00839	70
DB11636	DB06695	70
DB00717	DB04876	70
DB00749	DB00774	70
DB01333	DB09268	70
DB00915	DB00850	70
DB01114	DB06698	70
DB01400	DB00986	70
DB00104	DB06203	70
DB01319	DB00222	70
DB00358	DB01062	70
DB01097	DB00524	70
DB00677	DB00657	70
DB00959	DB00839	70
DB00358	DB01068	70
DB00681	DB09268	70
DB00367	DB00569	70
DB01122	DB00462	70
DB01600	DB01046	70
DB01069	DB06698	70
DB00677	DB00732	70
DB00916	DB09268	70
DB00289	DB00193	70
DB01122	DB06702	70
DB01600	DB00287	70
DB00963	DB00429	70
DB00904	DB09097	70
DB01021	DB04878	70
DB01021	DB04876	70
DB00880	DB08882	70
DB01431	DB00686	70
DB09084	DB01160	70
DB06825	DB00672	70
DB00821	DB01160	70
DB00543	DB00764	70
DB00443	DB01016	70
DB00985	DB06698	70
DB00843	DB00979	70
DB09070	DB01217	70
DB00989	DB01338	70
DB00989	DB01339	70
DB00989	DB01337	70
DB00603	DB06695	70
DB00687	DB00331	70
DB01357	DB00279	70
DB01400	DB09076	70
DB01590	DB01251	70
DB01590	DB01252	70
DB01380	DB00331	70
DB00214	DB04878	70
DB00214	DB04876	70
DB08867	DB11619	70
DB06707	DB13783	70
DB00846	DB00136	70
DB00358	DB00332	70
DB00358	DB00653	70
DB00334	DB00714	70
DB13783	DB00999	70
DB01406	DB01120	70
DB01406	DB01124	70
DB01357	DB00419	70
DB01325	DB00331	70
DB00469	DB00429	70
DB00326	DB08992	70
DB00744	DB00917	70
DB09323	DB09268	70
DB01122	DB01062	70
DB01628	DB00232	70
DB13783	DB00960	70
DB00418	DB01196	70
DB13783	DB00195	70
DB00468	DB00318	70
DB00255	DB00990	70
DB06216	DB00912	70
DB06216	DB00914	70
DB00989	DB00572	70
DB00605	DB08964	70
DB00936	DB00681	70
DB08797	DB00880	70
DB00421	DB05812	70
DB12598	DB00770	70
DB11619	DB01418	70
DB00482	DB00524	70
DB00834	DB00547	70
DB00717	DB04272	70
DB00783	DB04878	70
DB06739	DB00310	70
DB00880	DB00284	70
DB04839	DB08882	70
DB09123	DB04898	70
DB01232	DB01211	70
DB01024	DB09211	70
DB00838	DB06819	70
DB00857	DB00681	70
DB00936	DB00429	70
DB00957	DB00672	70
DB00436	DB01261	70
DB09231	DB00758	70
DB11636	DB01418	70
DB01074	DB00758	70
DB08970	DB00136	70
DB01288	DB06704	70
DB00592	DB06203	70
DB08984	DB08964	70
DB00500	DB00880	70
DB01009	DB00770	70
DB01009	DB00774	70
DB01267	DB00222	70
DB00957	DB08882	70
DB00903	DB01252	70
DB00903	DB01251	70
DB13783	DB00700	70
DB00704	DB01433	70
DB08867	DB09123	70
DB00674	DB01591	70
DB01370	DB00244	70
DB00217	DB06704	70
DB03585	DB08964	70
DB00500	DB00774	70
DB00258	DB00451	70
DB00603	DB00839	70
DB01395	DB08882	70
DB00751	DB00244	70
DB12598	DB00999	70
DB01010	DB00496	70
DB01403	DB09038	70
DB01250	DB00905	70
DB01384	DB00136	70
DB00603	DB01120	70
DB01406	DB00672	70
DB01023	DB00758	70
DB00603	DB01124	70
DB00944	DB09076	70
DB00469	DB08819	70
DB04743	DB01046	70
DB06736	DB00770	70
DB06736	DB00774	70
DB00326	DB00996	70
DB01395	DB01067	70
DB00723	DB06704	70
DB00294	DB00672	70
DB00214	DB00731	70
DB00363	DB00491	70
DB00755	DB01196	70
DB01590	DB00284	70
DB01392	DB09021	70
DB01169	DB01251	70
DB01169	DB01252	70
DB00768	DB01046	70
DB00830	DB06704	70
DB06216	DB00284	70
DB08965	DB09268	70
DB00860	DB01132	70
DB00712	DB00999	70
DB00805	DB00332	70
DB08976	DB06826	70
DB08981	DB00429	70
DB00396	DB01016	70
DB06148	DB08883	70
DB09093	DB00607	70
DB06196	DB00429	70
DB06663	DB01261	70
DB00240	DB00136	70
DB09123	DB06335	70
DB01010	DB01173	70
DB00367	DB00731	70
DB00367	DB00222	70
DB04868	DB00412	70
DB01010	DB00810	70
DB09288	DB00808	70
DB00230	DB00819	70
DB01010	DB00804	70
DB00744	DB01088	70
DB01010	DB00809	70
DB00863	DB00847	70
DB01024	DB00232	70
DB06802	DB00770	70
DB00975	DB00545	70
DB00989	DB00810	70
DB06802	DB00774	70
DB00701	DB01211	70
DB00989	DB00747	70
DB01395	DB00731	70
DB00989	DB00219	70
DB00220	DB00222	70
DB04946	DB08882	70
DB00834	DB00223	70
DB08918	DB00279	70
DB00896	DB03793	70
DB01628	DB00917	70
DB01431	DB01418	70
DB01400	DB00517	70
DB09238	DB00758	70
DB00717	DB00974	70
DB13231	DB04743	70
DB00603	DB06203	70
DB08905	DB09269	70
DB00500	DB01021	70
DB00674	DB00967	70
DB06766	DB06698	70
DB01047	DB06819	70
DB08976	DB01088	70
DB00812	DB00905	70
DB00277	DB01595	70
DB04839	DB09277	70
DB08797	DB00654	70
DB00717	DB06203	70
DB00940	DB00244	70
DB01200	DB00433	70
DB00687	DB01124	70
DB11126	DB00568	70
DB06825	DB00331	70
DB00687	DB01120	70
DB01175	DB00451	70
DB00903	DB01132	70
DB00834	DB00957	70
DB01238	DB01261	70
DB06789	DB09038	70
DB01223	DB01205	70
DB01043	DB08897	70
DB07615	DB00232	70
DB00573	DB00310	70
DB00304	DB00284	70
DB00954	DB09268	70
DB13142	DB00393	70
DB00823	DB00491	70
DB00586	DB01240	70
DB04574	DB01132	70
DB00774	DB01067	70
DB00741	DB04878	70
DB00482	DB00770	70
DB00482	DB00774	70
DB01628	DB00770	70
DB01628	DB00774	70
DB12598	DB08964	70
DB01139	DB09268	70
DB00919	DB09268	70
DB01164	DB00401	70
DB06737	DB01324	70
DB06737	DB01325	70
DB06789	DB01132	70
DB13783	DB00275	70
DB13783	DB00270	70
DB01223	DB00231	70
DB08797	DB00436	70
DB00795	DB00436	70
DB00959	DB01067	70
DB00126	DB00188	70
DB01431	DB04898	70
DB00714	DB00831	70
DB00328	DB01088	70
DB00605	DB00429	70
DB09477	DB01211	70
DB09216	DB00999	70
DB00210	DB08964	70
DB00258	DB00661	70
DB04946	DB06203	70
DB12598	DB00524	70
DB00413	DB01608	70
DB01060	DB09268	70
DB13231	DB00528	70
DB06788	DB00914	70
DB08439	DB00770	70
DB01050	DB00917	70
DB01154	DB00977	70
DB06788	DB00912	70
DB00903	DB00914	70
DB01057	DB08897	70
DB00903	DB00912	70
DB00550	DB09293	70
DB09084	DB00158	70
DB08981	DB00654	70
DB03615	DB09268	70
DB00741	DB01132	70
DB00939	DB06826	70
DB00328	DB00429	70
DB00244	DB00999	70
DB00591	DB09067	70
DB00734	DB06203	70
DB09123	DB01120	70
DB01399	DB01021	70
DB00805	DB00782	70
DB09123	DB01124	70
DB00887	DB00731	70
DB06802	DB00905	70
DB00688	DB00654	70
DB01009	DB00905	70
DB01233	DB01116	70
DB00749	DB00436	70
DB00014	DB00914	70
DB00014	DB00912	70
DB00524	DB00914	70
DB00524	DB00912	70
DB09091	DB06819	70
DB00860	DB00419	70
DB13167	DB00917	70
DB00860	DB00412	70
DB11610	DB13783	70
DB11921	DB09269	70
DB00258	DB04743	70
DB01104	DB00451	70
DB00210	DB00783	70
DB00554	DB00905	70
DB08984	DB00232	70
DB04911	DB09268	70
DB00367	DB08882	70
DB00495	DB00649	70
DB00635	DB08907	70
DB06791	DB01261	70
DB01399	DB00774	70
DB00459	DB06713	70
DB01399	DB00770	70
DB00254	DB09324	70
DB00254	DB09320	70
DB08976	DB01160	70
DB00254	DB09323	70
DB00396	DB00682	70
DB09216	DB00287	70
DB00396	DB00686	70
DB00945	DB00999	70
DB06736	DB00905	70
DB00543	DB00744	70
DB00826	DB09268	70
DB00592	DB00331	70
DB00254	DB00319	70
DB00469	DB00287	70
DB01051	DB09268	70
DB00545	DB06702	70
DB00668	DB00419	70
DB01235	DB01239	70
DB00668	DB00412	70
DB01234	DB00491	70
DB00880	DB01132	70
DB00843	DB00483	70
DB00717	DB00498	70
DB00677	DB00979	70
DB06287	DB00491	70
DB09215	DB08964	70
DB09212	DB01088	70
DB00246	DB00491	70
DB00749	DB00654	70
DB00945	DB00524	70
DB06737	DB06826	70
DB08815	DB00412	70
DB09215	DB00232	70
DB00774	DB04878	70
DB06825	DB01124	70
DB09097	DB09286	70
DB06825	DB01120	70
DB08815	DB00419	70
DB09128	DB09038	70
DB00932	DB00491	70
DB06739	DB00158	70
DB04896	DB00451	70
DB01628	DB01160	70
DB01243	DB09268	70
DB01399	DB08819	70
DB13595	DB09020	70
DB00945	DB01032	70
DB08815	DB00731	70
DB09236	DB00758	70
DB11348	DB00381	70
DB00944	DB00986	70
DB00870	DB00654	70
DB00482	DB09211	70
DB00396	DB00419	70
DB00772	DB01062	70
DB00991	DB01021	70
DB01400	DB06702	70
DB06196	DB00232	70
DB08976	DB11660	70
DB06781	DB00136	70
DB01390	DB09020	70
DB00636	DB06777	70
DB08970	DB06819	70
DB01208	DB09268	70
DB00448	DB00710	70
DB06148	DB08954	70
DB00554	DB00436	70
DB00951	DB00193	70
DB00704	DB01452	70
DB09223	DB00714	70
DB00586	DB00929	70
DB00814	DB00429	70
DB09124	DB00974	70
DB00752	DB00318	70
DB09215	DB00310	70
DB00695	DB08882	70
DB01047	DB09067	70
DB00214	DB01016	70
DB00223	DB09269	70
DB06791	DB08907	70
DB00294	DB12598	70
DB00957	DB01124	70
DB00957	DB01120	70
DB09288	DB00310	70
DB00772	DB00332	70
DB06148	DB00740	70
DB00768	DB06826	70
DB00717	DB12598	70
DB01250	DB00929	70
DB01164	DB00230	70
DB01250	DB00774	70
DB06802	DB08819	70
DB01384	DB06819	70
DB01283	DB00654	70
DB01200	DB01623	70
DB01200	DB01622	70
DB01200	DB01624	70
DB06148	DB09117	70
DB02546	DB00672	70
DB06148	DB09119	70
DB01238	DB01251	70
DB00240	DB09067	70
DB01392	DB01580	70
DB01392	DB01587	70
DB01392	DB01588	70
DB00788	DB11660	70
DB06148	DB00292	70
DB01577	DB00593	70
DB00738	DB00419	70
DB08991	DB01240	70
DB01233	DB00986	70
DB00738	DB00412	70
DB09215	DB01046	70
DB01392	DB00186	70
DB13158	DB09067	70
DB01330	DB09268	70
DB06216	DB00731	70
DB00620	DB08882	70
DB00821	DB00158	70
DB00877	DB09268	70
DB04552	DB00808	70
DB00599	DB00603	70
DB01621	DB01252	70
DB01621	DB01251	70
DB06789	DB11268	70
DB09289	DB06704	70
DB00210	DB00310	70
DB00501	DB00318	70
DB00627	DB01261	70
DB00635	DB04878	70
DB06196	DB00436	70
DB06196	DB06826	70
DB00717	DB00839	70
DB00230	DB00837	70
DB00603	DB04272	70
DB09216	DB06826	70
DB00230	DB00832	70
DB00254	DB01147	70
DB00524	DB06203	70
DB01283	DB00774	70
DB01392	DB09000	70
DB01393	DB01586	70
DB00210	DB01196	70
DB01043	DB09076	70
DB00220	DB09038	70
DB08984	DB01240	70
DB01250	DB00310	70
DB11348	DB04841	70
DB01142	DB00847	70
DB06216	DB01067	70
DB06737	DB00524	70
DB00795	DB00429	70
DB00378	DB11268	70
DB08981	DB00917	70
DB00981	DB01173	70
DB01615	DB09097	70
DB11348	DB06712	70
DB00465	DB00436	70
DB04841	DB00758	70
DB00814	DB00999	70
DB01097	DB00774	70
DB00981	DB00376	70
DB00358	DB01567	70
DB01097	DB00770	70
DB00674	DB00940	70
DB11093	DB06694	70
DB00554	DB06826	70
DB00981	DB00809	70
DB03585	DB01240	70
DB00812	DB00929	70
DB04839	DB01067	70
DB00230	DB00347	70
DB00939	DB00232	70
DB09009	DB00331	70
DB00230	DB00349	70
DB01245	DB00376	70
DB06802	DB06826	70
DB01366	DB13783	70
DB13783	DB00872	70
DB13783	DB00876	70
DB00805	DB01062	70
DB01169	DB04878	70
DB00482	DB01088	70
DB04552	DB00654	70
DB00482	DB00287	70
DB00459	DB09123	70
DB01238	DB09097	70
DB00230	DB00697	70
DB09212	DB11660	70
DB01283	DB01021	70
DB00258	DB09238	70
DB00651	DB01511	70
DB00232	DB08882	70
DB00258	DB09230	70
DB00258	DB09231	70
DB00258	DB09236	70
DB00258	DB09235	70
DB01235	DB06288	70
DB00277	DB01205	70
DB06663	DB00491	70
DB00989	DB00496	70
DB00545	DB01036	70
DB00717	DB00222	70
DB04839	DB00331	70
DB06287	DB01067	70
DB00977	DB00331	70
DB01400	DB12278	70
DB01600	DB06826	70
DB01621	DB00284	70
DB01608	DB09097	70
DB00524	DB04876	70
DB00277	DB01068	70
DB00668	DB06203	70
DB01397	DB01160	70
DB00334	DB00915	70
DB00605	DB00999	70
DB01014	DB00654	70
DB12598	DB01324	70
DB12598	DB01325	70
DB04951	DB00929	70
DB00326	DB01023	70
DB01234	DB01067	70
DB01122	DB00809	70
DB00871	DB06704	70
DB00230	DB01567	70
DB01122	DB00804	70
DB01232	DB09038	70
DB01169	DB06335	70
DB01013	DB08909	70
DB13783	DB09236	70
DB01050	DB01046	70
DB00503	DB01261	70
DB13783	DB09238	70
DB00805	DB00810	70
DB00634	DB09268	70
DB06262	DB06704	70
DB01235	DB00420	70
DB01223	DB00683	70
DB00545	DB00340	70
DB08439	DB00774	70
DB00674	DB00387	70
DB01211	DB09268	70
DB11348	DB00622	70
DB08867	DB01431	70
DB01119	DB00412	70
DB01119	DB00419	70
DB01009	DB00929	70
DB00433	DB09097	70
DB04868	DB08882	70
DB08981	DB01325	70
DB08981	DB01324	70
DB00846	DB03793	70
DB00924	DB09242	70
DB00310	DB00491	70
DB00605	DB01325	70
DB01057	DB09076	70
DB09095	DB06819	70
DB01601	DB08882	70
DB00887	DB01261	70
DB00880	DB01251	70
DB00255	DB06777	70
DB00294	DB00284	70
DB06148	DB04841	70
DB00421	DB00908	70
DB08922	DB09097	70
DB00256	DB09320	70
DB00635	DB01132	70
DB00459	DB06730	70
DB00768	DB01021	70
DB01021	DB00222	70
DB06736	DB00929	70
DB00443	DB09038	70
DB01621	DB00914	70
DB02546	DB00331	70
DB00861	DB01324	70
DB00861	DB01325	70
DB00283	DB00193	70
DB00270	DB00758	70
DB08991	DB00929	70
DB13167	DB01046	70
DB00254	DB00485	70
DB01222	DB08909	70
DB00358	DB01174	70
DB00543	DB01410	70
DB00768	DB06698	70
DB00358	DB01173	70
DB00482	DB01160	70
DB00981	DB00496	70
DB00591	DB08909	70
DB00224	DB00839	70
DB00358	DB00804	70
DB00358	DB00371	70
DB01097	DB01160	70
DB00982	DB00294	70
DB00358	DB00809	70
DB00292	DB06704	70
DB00459	DB00957	70
DB01401	DB01240	70
DB01149	DB01583	70
DB13783	DB00401	70
DB11921	DB03793	70
DB00957	DB00222	70
DB08906	DB00136	70
DB01075	DB06698	70
DB01400	DB00496	70
DB00394	DB09067	70
DB00999	DB00731	70
DB00999	DB00222	70
DB00411	DB13783	70
DB13783	DB00325	70
DB08815	DB00714	70
DB00232	DB06203	70
DB13231	DB00393	70
DB00688	DB01240	70
DB00843	DB00209	70
DB00607	DB09268	70
DB00823	DB00284	70
DB01380	DB00731	70
DB08806	DB00847	70
DB00378	DB01418	70
DB00677	DB12278	70
DB09212	DB00808	70
DB00554	DB01160	70
DB00328	DB00654	70
DB00246	DB01200	70
DB00772	DB00747	70
DB02709	DB00774	70
DB01104	DB00318	70
DB01401	DB09211	70
DB00461	DB00429	70
DB00214	DB01251	70
DB00214	DB01252	70
DB08874	DB09268	70
DB01260	DB09269	70
DB06825	DB06335	70
DB00543	DB08897	70
DB00268	DB06704	70
DB00977	DB00284	70
DB00494	DB09286	70
DB00755	DB00603	70
DB09215	DB00880	70
DB00586	DB00905	70
DB01235	DB01618	70
DB13142	DB00568	70
DB01628	DB01324	70
DB01628	DB01325	70
DB00838	DB03793	70
DB00834	DB06713	70
DB01010	DB06702	70
DB00378	DB12598	70
DB00547	DB09067	70
DB01255	DB00593	70
DB01406	DB06335	70
DB01397	DB00774	70
DB01397	DB00770	70
DB00945	DB06826	70
DB00303	DB09268	70
DB06196	DB01021	70
DB02546	DB00839	70
DB09063	DB00419	70
DB00744	DB00310	70
DB08797	DB01021	70
DB00805	DB00483	70
DB00251	DB00681	70
DB01250	DB00808	70
DB00915	DB00408	70
DB01264	DB00839	70
DB01601	DB00222	70
DB00618	DB09320	70
DB00618	DB09323	70
DB00618	DB09324	70
DB06216	DB00244	70
DB00252	DB01235	70
DB00695	DB01251	70
DB00695	DB01252	70
DB09009	DB01252	70
DB09009	DB01251	70
DB08893	DB00318	70
DB08439	DB00524	70
DB00887	DB00672	70
DB00254	DB08795	70
DB01007	DB00681	70
DB00741	DB00412	70
DB06739	DB00917	70
DB01223	DB00475	70
DB00991	DB00808	70
DB00443	DB00222	70
DB01057	DB01591	70
DB13179	DB09268	70
DB00210	DB01357	70
DB01245	DB01591	70
DB02546	DB01124	70
DB02546	DB01120	70
DB00104	DB00914	70
DB00768	DB00524	70
DB01224	DB00284	70
DB09084	DB00429	70
DB00741	DB00731	70
DB09212	DB00654	70
DB00668	DB00331	70
DB00358	DB00496	70
DB09343	DB04839	70
DB04839	DB01261	70
DB00712	DB00232	70
DB09009	DB09038	70
DB01357	DB08907	70
DB00014	DB06203	70
DB01392	DB00842	70
DB09124	DB11268	70
DB05676	DB00436	70
DB00351	DB01132	70
DB00635	DB00419	70
DB00635	DB00412	70
DB01164	DB00841	70
DB00751	DB00847	70
DB06216	DB09038	70
DB00434	DB00476	70
DB00027	DB09268	70
DB13783	DB01412	70
DB06148	DB00964	70
DB06148	DB00962	70
DB00230	DB05246	70
DB06825	DB04878	70
DB00945	DB01046	70
DB01010	DB00732	70
DB09218	DB00808	70
DB01406	DB00731	70
DB00338	DB00244	70
DB06144	DB01200	70
DB07615	DB01046	70
DB00326	DB07615	70
DB08880	DB08819	70
DB00749	DB00287	70
DB00991	DB00232	70
DB00469	DB00929	70
DB00210	DB00905	70
DB00714	DB00408	70
DB01142	DB06704	70
DB09070	DB00990	70
DB09214	DB00834	70
DB00741	DB06819	70
DB08992	DB00758	70
DB08984	DB01046	70
DB00620	DB06203	70
DB00620	DB01252	70
DB00843	DB01090	70
DB01357	DB00412	70
DB00255	DB01583	70
DB00734	DB01067	70
DB13873	DB01586	70
DB13783	DB00232	70
DB00674	DB11315	70
DB00545	DB00986	70
DB01017	DB00607	70
DB00945	DB00310	70
DB00715	DB00451	70
DB12598	DB00654	70
DB03585	DB01046	70
DB01129	DB00884	70
DB00503	DB01067	70
DB01267	DB06704	70
DB04951	DB00905	70
DB00503	DB00222	70
DB00860	DB00839	70
DB00834	DB01395	70
DB01601	DB00419	70
DB00310	DB01252	70
DB01601	DB00412	70
DB09084	DB00999	70
DB00258	DB00622	70
DB13231	DB00568	70
DB00651	DB00628	70
DB01050	DB08819	70
DB13783	DB09211	70
DB04574	DB00222	70
DB05351	DB00710	70
DB01235	DB00408	70
DB00957	DB04876	70
DB01130	DB00136	70
DB00957	DB04878	70
DB01324	DB00222	70
DB00977	DB01016	70
DB06789	DB00222	70
DB13783	DB09070	70
DB06737	DB00287	70
DB01043	DB00782	70
DB01355	DB01357	70
DB08971	DB09067	70
DB00940	DB00847	70
DB00500	DB00654	70
DB00972	DB00808	70
DB01397	DB00232	70
DB00975	DB00772	70
DB00014	DB06335	70
DB00736	DB00630	70
DB00367	DB08907	70
DB01320	DB01357	70
DB00896	DB09269	70
DB00695	DB01067	70
DB00814	DB00654	70
DB00599	DB01395	70
DB00474	DB00957	70
DB00695	DB00331	70
DB00653	DB00758	70
DB01319	DB00284	70
DB08439	DB09211	70
DB00180	DB03793	70
DB00982	DB01395	70
DB01057	DB00376	70
DB08439	DB01021	70
DB01232	DB00222	70
DB09084	DB01240	70
DB01325	DB00491	70
DB00618	DB00319	70
DB01325	DB06203	70
DB04871	DB00318	70
DB04868	DB04876	70
DB09288	DB00436	70
DB04868	DB04878	70
DB00932	DB01120	70
DB06219	DB09268	70
DB00578	DB09268	70
DB00932	DB01124	70
DB00396	DB04878	70
DB00244	DB00158	70
DB08991	DB00905	70
DB00524	DB06335	70
DB01403	DB01016	70
DB00328	DB00880	70
DB01075	DB00318	70
DB01415	DB09268	70
DB01400	DB01036	70
DB00554	DB08964	70
DB11093	DB06712	70
DB11348	DB07615	70
DB00496	DB00193	70
DB00258	DB01023	70
DB00283	DB00318	70
DB09091	DB09067	70
DB00394	DB09269	70
DB01014	DB00999	70
DB00620	DB01067	70
DB00358	DB00829	70
DB01224	DB00672	70
DB00983	DB13783	70
DB01010	DB00986	70
DB01600	DB00999	70
DB00677	DB09300	70
DB00573	DB08819	70
DB06788	DB09277	70
DB00285	DB00279	70
DB09218	DB01325	70
DB09218	DB01324	70
DB13783	DB00421	70
DB13783	DB00429	70
DB00704	DB00454	70
DB06148	DB06707	70
DB01154	DB00255	70
DB00748	DB06698	70
DB01224	DB00491	70
DB01010	DB00670	70
DB00380	DB00997	70
DB11348	DB06694	70
DB09031	DB13783	70
DB00823	DB00731	70
DB00547	DB06819	70
DB00989	DB00517	70
DB01024	DB01240	70
DB01380	DB00284	70
DB00812	DB00880	70
DB00277	DB13872	70
DB09041	DB00681	70
DB06737	DB00774	70
DB00603	DB00672	70
DB13783	DB01088	70
DB13783	DB01089	70
DB06737	DB00770	70
DB13142	DB04841	70
DB00755	DB00255	70
DB01245	DB00782	70
DB00620	DB00331	70
DB13167	DB08819	70
DB00461	DB00999	70
DB05676	DB00880	70
DB04951	DB01088	70
DB00972	DB06698	70
DB06663	DB00284	70
DB00812	DB00770	70
DB00674	DB00483	70
DB00812	DB00774	70
DB00736	DB00399	70
DB00288	DB00136	70
DB00230	DB00555	70
DB00860	DB00331	70
DB00246	DB04876	70
DB01061	DB09268	70
DB06788	DB08907	70
DB06788	DB09038	70
DB09224	DB01200	70
DB00674	DB00732	70
DB00982	DB04574	70
DB00794	DB00823	70
DB00768	DB08819	70
DB06781	DB06819	70
DB00843	DB09300	70
DB00788	DB08819	70
DB00864	DB01132	70
DB00959	DB01124	70
DB00772	DB00376	70
DB00959	DB01120	70
DB00880	DB00912	70
DB00880	DB00914	70
DB06698	DB01102	70
DB06791	DB06335	70
DB01119	DB00331	70
DB00991	DB00770	70
DB01233	DB00670	70
DB01267	DB01261	70
DB00991	DB00774	70
DB01392	DB00231	70
DB01392	DB00230	70
DB00448	DB00282	70
DB00936	DB01021	70
DB01392	DB01544	70
DB01392	DB01545	70
DB00396	DB08907	70
DB00310	DB01132	70
DB00860	DB01261	70
DB00503	DB00419	70
DB08797	DB01046	70
DB00805	DB00462	70
DB09009	DB01016	70
DB00503	DB00412	70
DB04743	DB00999	70
DB00981	DB06702	70
DB08981	DB00770	70
DB00915	DB00420	70
DB11619	DB06228	70
DB08981	DB00774	70
DB00523	DB04574	70
DB00861	DB06826	70
DB01057	DB00332	70
DB06789	DB00946	70
DB00834	DB06730	70
DB08815	DB00331	70
DB00772	DB01173	70
DB01014	DB06826	70
DB01057	DB01062	70
DB11093	DB00401	70
DB00351	DB00686	70
DB00351	DB00682	70
DB00337	DB00999	70
DB01392	DB00490	70
DB00304	DB08907	70
DB09123	DB06605	70
DB00224	DB00284	70
DB04743	DB01021	70
DB00736	DB00282	70
DB08867	DB00603	70
DB01355	DB06730	70
DB00310	DB04878	70
DB00482	DB06826	70
DB00213	DB00710	70
DB00310	DB04876	70
DB01590	DB00331	70
DB00688	DB00880	70
DB06802	DB00287	70
DB00465	DB01088	70
DB01097	DB00158	70
DB00232	DB00222	70
DB11348	DB00996	70
DB00524	DB01120	70
DB00524	DB01124	70
DB09216	DB00654	70
DB00620	DB09269	70
DB00592	DB00491	70
DB09488	DB06698	70
DB00179	DB00310	70
DB00717	DB00912	70
DB01392	DB00829	70
DB00734	DB01120	70
DB00717	DB00914	70
DB00500	DB09211	70
DB01403	DB00284	70
DB00500	DB01046	70
DB08976	DB01021	70
DB08815	DB01261	70
DB00704	DB00844	70
DB00821	DB01240	70
DB01010	DB01116	70
DB00939	DB00905	70
DB01010	DB00245	70
DB00446	DB00115	70
DB00677	DB00219	70
DB01024	DB00436	70
DB01400	DB01199	70
DB06148	DB00949	70
DB04743	DB08964	70
DB00304	DB00731	70
DB00788	DB00917	70
DB00210	DB09389	70
DB00214	DB06335	70
DB01250	DB00429	70
DB00975	DB01122	70
DB03754	DB00847	70
DB01427	DB00758	70
DB00944	DB00809	70
